,EcNumber,Enzyme_Synonyms
1751,1.2.7.8,"['1.2.7.8', '3-(indol-3-yl)pyruvate synthase (ferredoxin)', '3-(indol-3-yl)pyruvate:ferredoxin oxidoreductase (decarboxylating, CoA-indole-acetylating)', 'arylpyruvate-ferredoxin oxidoreductase', 'hydroxyphenylpyruvate oxidase', 'indolepyruvate ferredoxin oxidoreductase', 'indolepyruvate oxidase', 'indolepyruvate-ferredoxin oxidoreductase', 'indolepyruvate:Fd oxidoreductase', 'IOR', 'phenylpyruvate oxidase', 'VOR']"
1752,1.2.7.9,"['1.2.7.9', '2-oxoglutarate ferredoxin oxidoreductase']"
1753,1.2.7.B2,"['1.2.7.B2', 'FOR', 'formaldehyde ferredoxin oxidoreductase', 'formaldehyde:Fd oxidoreductase', 'formaldehyde:ferredoxin oxidoreductase', 'PF1203']"
1754,1.2.7.B3,"['1.2.7.B3', 'aldehyde oxidoreductase WOR5', 'hexanal:ferredoxin oxidoreductase', 'WOR5']"
1755,1.2.98.1,"['1.2.98.1', 'aldehyde dismutase', 'cannizzanase', 'dismutase, formaldehyde', 'FDM', 'formaldehyde dismutase', 'formaldehyde:formaldehyde oxidoreductase', 'N,N9-dimethyl-4-nitrosoaniline oxidoreductase']"
1756,1.2.99.1,"['1.2.99.1', 'uracil dehydrogenase']"
1757,1.2.99.10,"['1.2.99.10', ""4,4'-diapolycopen-4-al,donor:oxygen oxidoreductase (4,4'-diapolycopen-4-oate-forming)"", ""4,4'-diapolycopene aldehyde oxidase"", ""4,4'-diapolycopenoate synthase"", 'ALD', 'CrtN2', 'CrtNb', 'crtNc']"
1758,1.2.99.2,"['1.2.99.2', 'carbon-monoxide dehydrogenase (acceptor)']"
1759,1.2.99.3,"['1.2.99.3', 'aldehyde dehydrogenase (pyrroloquinoline-quinone)']"
1760,1.2.99.4,"['1.2.99.4', 'formaldehyde dismutase']"
1761,1.2.99.5,"['1.2.99.5', 'formylmethanofuran dehydrogenase']"
1762,1.2.99.6,"['1.2.99.6', 'aldehyde ferredoxin oxidoreductase', 'aldehyde oxidoreductase', 'aldehyde reductase', 'aldehyde:acceptor oxidoreductase', 'AOR', 'BV-AIDH', 'carboxylate reductase', 'Carboxylic acid reductase', 'Carboxylic acid reductase/aldehyde reductase', 'Reductase, carboxylate', 'W-AOR']"
1763,1.2.99.7,"['1.2.99.7', 'aldehyde dehydrogenase (FAD-independent)', 'aldehyde oxidase', 'aldehyde oxidoreductase', 'aldehyde:acceptor oxidoreductase (FAD-independent)', 'AOR', 'AORDd', 'BV-AIDH', 'DgAOR', 'MOP', 'MOP molybdenum-containing protein']"
1764,1.2.99.8,"['1.2.99.8', 'D-glyceraldehyde:acceptor oxidoreductase (FAD-containing)', 'Gaor1', 'Gaor2', 'Gaor3', 'glyceraldehyde dehydrogenase (FAD-containing)', 'glyceraldehyde oxidoreductase', 'ST0561', 'ST0562', 'ST1781', 'ST1782', 'ST1783', 'ST2339', 'ST2484']"
1765,1.2.99.9,"['1.2.99.9', 'formate dehydrogenase (coenzyme F420)']"
1766,1.20.1.1,"['1.20.1.1', 'NAD-dependent phosphite dehydrogenase', 'NAD:phosphite oxidoreductase', 'phosphite dehydrogenase', 'phosphonate dehydrogenase', 'phosphonate:NAD+ oxidoreductase', 'PTDH', 'PtxD']"
1767,1.20.2.1,"['1.20.2.1', 'aoxA', 'aoxB', 'AroA', 'aroB', 'arsenate reductase (cytochrome c)', 'arsenite:cytochrome c oxidoreductase', 'As(III) oxidase']"
1768,1.20.4.1,"['1.20.4.1', 'Acr2', 'Acr2p', 'ACR3-ArsC', 'All0195', 'AR', 'ARSA', 'ArsC', 'arsenate reductase', 'arsenate reductase (glutaredoxin)', 'arsenate:glutaredoxin oxidoreductase', 'AsV reductase', 'EC 1.97.1.5', 'gene arsC proteins', 'glutaredoxin', 'glutathione:arsenate oxidoreductase', 'Grx', 'MXAN_0575', 'PcAcr2', 'proteins (specific proteins and subclasses), gene arsC', 'PvGRX5', 'reductase, arsenate', 'slr0946', 'SynArsC']"
1769,1.20.4.2,"['1.20.4.2', 'gluthathione:methylarsonate oxidoreductase', 'GSTO1', 'GSTO2', 'methylarsonate reductase', 'MMA(V) reductase', 'monomethylarsonic acid (MMA V) reductase/hGSTO1', 'More', 'reductase, methylarsonate']"
1770,1.20.4.3,"['1.20.4.3', 'arseno-mycothiol:mycoredoxin oxidoreductase', 'glutaredoxin A1', 'Mrx-1', 'Mrx1', 'Mrx2', 'MrxI', 'mycoredoxin', 'mycoredoxin 1', 'mycoredoxin-1', 'mycoredoxin-2', 'mycothiol-dependent reductase', 'Rv2466c', 'Strop1447']"
1771,1.20.4.4,"['1.20.4.4', 'ARS', 'ArsC', 'ArsC1', ""ArsC1'"", 'ArsC3', 'arsenate reductase', 'arsenate reductase (thioredoxin)', 'arsenate:thioredoxin oxidoreductase', 'Bs_ArsC', 'pI258 arsenate reductase', 'plasmid pI258 arsenate reductase', 'Sa_ArsC', 'Strop634', 'thioredoxin-arsenate reductase complex', 'thioredoxin-coupled arsenate reductase', 'Trx-coupled arsenate reductase']"
1772,1.20.9.1,"['1.20.9.1', 'aoxA', 'aoxB', 'arsenate reductase (azurin)', 'arsenite oxidase', 'arsenite:azurin oxidoreductase']"
1773,1.20.98.1,"['1.20.98.1', 'arsenate reductase (azurin)']"
1774,1.20.99.1,"['1.20.99.1', 'Acr2', 'ACR2.1', 'ACR2.2', 'AR', 'Arr', 'ArrA', 'ArsC', 'arsenate reductase', 'arsenate reductase (donor)', 'arsenate:acceptor oxidoreductase', 'arsenite oxidase', 'As(V) reductase', 'ATQ1', 'Cdc25B', 'Cdc25C', 'EC 1.97.1.6', 'gene arsC proteins', 'HAC1', 'More', 'proteins (specific proteins and subclasses), genearsC', 'reductase, arsenate', 'respiratory arsenate reductase']"
1775,1.21.1.1,"['1.21.1.1', 'DEHAL1', 'Dehal1 protein', 'DEHAL1B', 'iodotyrosine dehalogenase 1', 'iodotyrosine deiodinase', 'IYD', 'lyd', 'NADH oxidase/flavin reductase', 'NADP+:L-tyrosine oxidoreductase (iodinating)', 'SUP-18', 'SUP-18 IYD', 'TDH']"
1776,1.21.1.2,"['1.21.1.2', '2,4-dichlorobenzoyl-CoA reductase', '4-chlorobenzoate-coenzyme A dehalogenase', '4-chlorobenzoyl-CoA dehalogenase', '4-chlorobenzoyl-CoA:NADP+ oxidoreductase (halogenating)', '4-chlorobenzoyl-coenzyme A dehalogenase']"
1777,1.21.3.1,"['1.21.3.1', 'IPN cyclase', 'IPN synthase', 'IPNS', 'isopenicillin N synthase', 'isopenicillin N synthase (cyclase)', 'isopenicillin N synthetase', 'isopenicillin N-synthase', 'isopenicillin-N synthase', 'isopenicillin-N-synthase', 'More', 'N-[(5S)-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine:oxygen oxidoreductase (cyclizing)', 'PcbC', 'synthetase, isopenicillin N (9Cl)']"
1778,1.21.3.2,"['1.21.3.2', 'berberine synthase', 'columbamine oxidase', 'columbamine:oxygen oxidoreductase (cyclizing)', 'EC 1.1.3.26', 'synthase, berberine']"
1779,1.21.3.3,"['(S)-reticuline oxidase', '(S)-reticuline:oxygen oxidoreductase (methylene-bridge-forming)', '1.21.3.3', 'BBE', 'BBE-like 13', 'BBE-like 15', 'BBE-like 28', 'BBE1', 'BBL', 'berberine bridge enzyme', 'berberine bridge enzyme-like', 'berberine bridge enzyme-like 28', 'berberine bridge-forming enzyme', 'berberine-bridge-forming enzyme', 'EC 1.5.3.9', 'flavin-dependent oxidase', 'monolignol oxidoreductase', 'reticuline oxidase', 'tetrahydroprotoberberine synthase']"
1780,1.21.3.4,"['1.21.3.4', 'EC 1.10.3.7', 'Oxidase, sulochrin', 'sulochrin oxidase', 'sulochrin oxidase [(+)-bisdechlorogeodin-forming]', 'sulochrin:oxygen oxidoreductase (cyclizing, (+)-specific)']"
1781,1.21.3.5,"['1.21.3.5', 'EC 1.10.3.8', 'Oxidase, sulochrin', 'sulochrin oxidase ((-)-bisdechlorogeodin-forming)', 'sulochrin oxidase [(-)-bisdechlorogeodin-forming]', 'sulochrin:oxygen oxidoreductase (cyclizing, (-)-specific)']"
1782,1.21.3.6,"['1.21.3.6', ""2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside:oxygen oxidoreductase"", 'AmAS1', 'AS1', 'aureusidin synthase', 'aurone synthase', 'More', 'synthase, aureusidin']"
1783,1.21.3.7,"['1.21.3.7', 'cannabigerolate:oxygen oxidoreductase (cyclizing, DELTA9-tetrahydrocannabinolate-forming)', 'DELA1-THCA synthase', 'DELTA1-tetrahydrocannabinolic acid synthase', 'DELTA9-tetrahydrocannabinolic acid synthase', 'tetrahydrocannabinolic acid synthase', 'tetrahydrocannabinolic acid-synthase', 'tetrahydrocannabinolic-acid synthase', 'THCA synthase', 'THCA-synthase', 'THCAS']"
1784,1.21.3.8,"['1.21.3.8', 'cannabidiolic acid synthase', 'cannabidiolic-acid synthase', 'cannabigerolate:oxygen oxidoreductase (cyclizing, cannabidiolate-forming)', 'CBDA synthase', 'CBDA-synthase', 'CBDAS']"
1785,1.21.3.9,"['1.21.3.9', 'dichlorochromopyrrolate synthase']"
1786,1.21.4.1,"['1.21.4.1', '5-aminopentanoate:lipoate oxidoreductase (cyclizing)', '5-aminopentanoate:[PrdC protein] oxidoreductase (cyclizing)', 'D-proline reductase', 'D-proline reductase (dithiol)', 'EC 1.4.1.6', 'EC 1.4.4.1', 'lipoate-linked proline reductase', 'PrdB']"
1787,1.21.4.2,"['1.21.4.2', 'acetyl-phosphate ammonia:thioredoxin disulfide oxidoreductase (glycine-forming)', 'glycine reductase', 'GrdA']"
1788,1.21.4.3,"['1.21.4.3', 'acetyl-phosphate methylamine:thioredoxin disulfide oxidoreductase (N-methylglycine-forming)', 'sarcosine reductase']"
1789,1.21.4.4,"['1.21.4.4', 'acetyl-phosphate trimethylamine:thioredoxin disulfide oxidoreductase (N,N,N-trimethylglycine-forming)', 'betaine reductase', 'reductase, betaine']"
1790,1.21.4.5,"['1.21.4.5', 'glutathione disulfide:2,6-dichlorohydroquinone (chlorinating)', 'PCP hydroxylase', 'pcpC', 'TCHQ dehalogenase', 'tetrachloro-p-hydroquinone reductive dehalogenase', 'tetrachlorohydroquinone dehalogenase', 'tetrachlorohydroquinone reductive dehalogenase']"
1791,1.21.98.1,"['1.21.98.1', 'cyclic dehypoxanthine futalosine synthetase', 'cyclic dehypoxanthinyl futalosine synthase', 'cyclic DHFL synthetase', 'dehypoxanthine futalosine:S-adenosyl-L-methionine oxidoreductase (cyclizing)', 'dehypoxanthinyl futalosine cyclase', 'DHFL cyclase', 'MqnC']"
1792,1.21.98.2,"['1.21.98.2', '3-(7-chloroindol-3-yl)-2-iminopropanoate ammonia-lyase (dichlorochromopyrrolate-forming)', 'dichlorochromopyrrolate synthase', 'RebD']"
1793,1.21.98.3,"['1.21.98.3', 'anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase', 'BChE', 'chlE', 'Cyan7425_4778', 'Cyan7822_3999', 'F_1025', 'magnesium-protoporphyrin-IX 13-monomethyl ester,S-adenosyl-L-methionine:H2O oxidoreductase (hydroxylating)', 'MPE cyclase', 'oxygen-independent Mg-protoporphyrin IX monomethyl ester cyclase']"
1794,1.21.98.4,"['1.21.98.4', 'PqqA peptide cyclase', 'PqqA peptide:S-adenosyl-L-methionine oxidoreductase (cyclizing)', 'pqqE']"
1795,1.21.99.1,"['1.21.99.1', 'beta-cyclopiazonate dehydrogenase', 'beta-cyclopiazonate oxidocyclase', 'beta-cyclopiazonate:acceptor oxidoreductase (cyclizing)', 'beta-cyclopiazonic oxidocyclase', 'EC 1.3.99.9']"
1796,1.21.99.2,"['1.21.99.2', 'cyclic dehypoxanthinyl futalosine synthase']"
1797,1.21.99.3,"['1.21.99.3', ""3,3',5'-triiodo-L-thyronine,iodide:acceptor oxidoreductase (iodinating)"", ""5'-deiodinase"", 'D3', 'deiodinase', 'deiodinase 3', 'deiodinase, thyroxine 5-', 'deiodinase-3', ""diiodothyronine 5'-deiodinase"", 'Dio', 'Dio3', 'Dio3a', 'Dio3b', 'ID-3', 'iodothyronine 5-deiodinase', 'iodothyronine deiodinase type III', 'iodothyronine inner ring monodeiodinase', 'iodothyronine monodeiodinase', 'ITHD', ""T4-5'-deiodinase"", 'T4-5-deiodinase', 'thyroxine 5-deiodinase', 'type 3 deiodinase', 'type 3 iodothyronine 5-deiodinase', 'type 3 iodothyronine deiodinase', 'type III deiodinase', 'type III iodothyronine deiodinase', 'type-3 deiodinase', 'zD3']"
1798,1.21.99.4,"['1.21.99.4', ""3,3',5-triiodo-L-thyronine,iodide:acceptor oxidoreductase (iodinating)"", '5DI &lt;Swissprot&gt;', '5DII &lt;Swissprot&gt;', '5DIII &lt;Swissprot&gt;', ""D1 5'-deiodinase"", ""D2 5'-deiodinase"", 'deiodinase', ""diiodothyronine 5'-deiodinase"", 'Dio', 'DIO1', 'DIO2', 'DIOI &lt;Swissprot&gt;', 'DIOII &lt;Swissprot&gt;', 'DIOIII &lt;Swissprot&gt;', 'EC 3.8.1.4', 'ID-1', 'ID-2', 'ID-3', ""iodothyronine 5'-deiodinase"", ""Iodothyronine 5'-monodeiodinase"", 'iodothyronine 5-deiodinase', 'iodothyronine deiodinase 2', 'iodothyronine deiodinase D2', 'iodothyronine inner ring monodeiodinase', 'iodothyronine outer ring monodeiodinase', 'L-thyroxine iodohydrolase (reducing)', ""thyroxine 5'-deiodinase"", 'thyroxine 5-deiodinase', 'Thyroxine deiodinase', ""type 1 5'-deiodinase"", 'type 1 deiodinase', 'Type 1 DI &lt;Swissprot&gt;', 'type 1 iodothyronine deiodinase', ""type 2 5'-deiodinase"", 'type 2 deiodinase', 'Type 2 DI &lt;Swissprot&gt;', 'type 2 iodothyronine deiodinase', 'type 3 deiodinase', 'Type 3 DI &lt;Swissprot&gt;', ""type I iodothyronine 5'-deiodinase"", 'type I iodothyronine deiodinase', 'type I-like deiodinase', 'type II iodothyronine deiodinase', 'type II-like deiodinase', ""Type-I 5'deiodinase &lt;Swissprot&gt;"", ""Type-II 5'deiodinase &lt;Swissprot&gt;"", ""Type-III 5'deiodinase &lt;Swissprot&gt;"", 'types 1 iodothyronine selenodeiodinase', 'types 2 iodothyronine selenodeiodinase', 'XL-15 &lt;Swissprot&gt;']"
1799,1.21.99.5,"['1,2,4,5-TeCB reductive dehalogenase', '1.21.99.5', 'acceptor:trichloroethene oxidoreductase (chlorinating)', 'dceA6', 'dehalogenase, polychloroethene', 'mbrA', 'PCE dehalogenase', 'PCE reductase', 'PCE reductive dehalogenase', 'PCE-dechlorinating enzyme', 'PCE-RD', 'PCE-RDase', 'PCE-reductive dehalogenase', 'PCE/PCB RDase', 'PCE/TCERD', 'PceA', 'pceA gene product', 'PceA1', 'PceA2', 'PceATCE', 'PceC', 'pceC gene product', 'PCER', 'PCERD', 'perchloroethylene dehalogenase', 'polychloroethane dehalogenase', 'RD11', 'RD8', 'RDase', 'RDH', 'RdhA', 'RdhA3', 'reductive dehalogenase', 'reductive PCE dehalogenase', 'Ssed_3769', 'TcbA', 'TCE dehalogenase', 'TCE reductase', 'tetrachlorobenzene dehalogenase', 'tetrachloroethene (PCE) dehalogenase', 'tetrachloroethene (PCE) reductive dehalogenase', 'tetrachloroethene and trichloroethene dehalogenase', 'tetrachloroethene dehalogenase', 'tetrachloroethene reductase', 'tetrachloroethene reductive dehalogenase', 'tetrachloroethene reductive dehalogenase catalytic subunit PceA', 'tetrachloroethylene reductase', 'ThMA', 'trichloroethene dehalogenase']"
1800,1.22.1.1,"['1.22.1.1', 'iodotyrosine deiodinase']"
1801,1.23.1.1,"['(+)-lariciresinol:NADP+ oxidoreductase', '(+)-pinoresinol reductase', '(+)-pinoresinol-(+)-lariciresinol reductase', '(+)-pinoresinol/(+)-lariciresinol', '(+)-pinoresinol/(+)-lariciresinol reductase', '(+)pinoresinol-(+)lariciresinol reductase', '1.23.1.1', 'bi-functional pinoresinol/lariciresinol reductase', 'bifunctional pinoresinol-lariciresinol reductase 2', 'LuPLR2', 'More', 'pinoresinol reductase', 'pinoresinol reductase 2', 'pinoresinol-lariciresinol reductase', 'pinoresinol-lariciresinol reductase-2', 'pinoresinol/lariciresinol reductase', 'PinZ', 'PLR', 'PLR-La1', 'PLR-Lc1', 'PLR-Lu2', 'PLR-Tp2', 'PLR1', 'PLR2', 'PrR1', 'PrR2', 'RR-pinoresinol-RR-lariciresinol reductase']"
1802,1.23.1.2,"['(+)-lariciresinol reductase', '(+)-pinoresinol-(+)-lariciresinol reductase', '(+)-pinoresinol/(+)-lariciresinol', '(+)-pinoresinol/(+)-lariciresinol reductase', '(&ndash;)-secoisolariciresinol:NADP+ oxidoreductase', '1.23.1.2', 'bi-functional pinoresinol/lariciresinol reductase', 'bifunctional pinoresinol-lariciresinol reductase 2', 'LuPLR2', 'More', 'pinoresinol reductase', 'pinoresinol reductase 2', 'pinoresinol-lariciresinol reductase', 'pinoresinol-lariciresinol reductase-2', 'pinoresinol/lariciresinol reductase', 'PLR', 'PLR-La1', 'PLR-Lc1', 'PLR-Lu2', 'PLR-Tp2', 'PLR1', 'PLR2', 'PrR2', 'RR-pinoresinol-RR-lariciresinol reductase']"
1803,1.23.1.3,"['(-)-lariciresinol:NADP+ oxidoreductase', '(-)-pinoresinol reductase', '(&ndash;)-pinoresinol-(&ndash;)-lariciresinol reductase', '1.23.1.3', 'bi-functional pinoresinol/lariciresinol reductase', 'bifunctional pinoresinol-lariciresinol reductase', 'bifunctional pinoresinol-lariciresinol reductase 1', 'LuPLR1', 'More', 'pinoresinol lariciresinol reductase', 'pinoresinol reductase', 'pinoresinol reductase 1', 'pinoresinol-lariciresinol reductase', 'pinoresinol-lariciresinol reductase-1', 'pinoresinol/lariciresinol reductase', 'PinZ', 'PLR', 'PLR-Lu1', 'PLR-Tp1', 'PLR-Tp2', 'PLR1', 'PrR1', 'PrR2', 'SS-pinoresinol-SS-lariciresinol reductase']"
1804,1.23.1.4,"['(+)-secoisolariciresinol:NADPH+ oxidoreductase', '(-)-lariciresinol reductase', '(&ndash;)-pinoresinol-(&ndash;)-lariciresinol reductase', '1.23.1.4', 'bi-functional pinoresinol/lariciresinol reductase', 'bifunctional pinoresinol-lariciresinol reductase', 'bifunctional pinoresinol-lariciresinol reductase 1', 'LuPLR1', 'More', 'pinoresinol lariciresinol reductase', 'pinoresinol reductase', 'pinoresinol reductase 1', 'pinoresinol-lariciresinol reductase', 'pinoresinol-lariciresinol reductase-1', 'pinoresinol/lariciresinol reductase', 'PLR', 'PLR-Lu1', 'PLR-Tp1', 'PLR-Tp2', 'PLR1', 'PrR1', 'SS-pinoresinol-SS-lariciresinol reductase']"
1805,1.23.5.1,"['1.23.5.1', 'AhVDE', 'CsVDE', 'lipocalin-like protein', 'NPQ1', 'VDE', 'Vio de-epoxidase', 'violaxanthin de-epoxidase', 'violaxanthin:ascorbate oxidoreductase', 'Vx de-epoxidase', 'ZmVDE1']"
1806,1.3.1.1,"['1.3.1.1', '5,6-dihydropyrimidine:NAD+ oxidoreductase', 'dehydrogenase, dihydrouracil', 'dihydropyrimidine dehydrogenase', 'dihydropyrimidine dehydrogenase (NAD+)', 'dihydrothymine dehydrogenase', 'dihydrouracil dehydrogenase (NAD+)', 'DPD', 'pyrimidine deaminase/reductase', 'pyrimidine reductase', 'RibD', 'thymine reductase', 'uracil reductase']"
1807,1.3.1.10,"['1-cyclohexenylcarbonyl coenzyme A reductase', '1.3.1.10', '2-enoyl thioester reductase', '2-trans-enoyl-ACP reductase', 'acyl-ACP dehydrogenase', 'acyl-[acyl-carrier protein]:NADP+ oxidoreductase (Si-specific)', 'beta-ketoacyl reductase', 'enoyl acyl-carrier-protein reductase', 'enoyl reductase', 'enoyl thioester reductase', 'enoyl-ACP reductase', 'enoyl-ACP reductase III', 'enoyl-ACP-reductase II', 'enoyl-acyl carrier protein reductase', 'enoyl-[acyl carrier protein] reductase', 'enoyl-[acyl-carrier-protein] reductase', 'enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)', 'ENR', 'Etr1p', 'fabG4', 'FabI', 'FabK', 'FabL', 'More', 'Mrf1p', 'NADPH 2-enoyl Co A reductase', 'reductase, enoyl-[acyl carrier protein] (reduced nicotinamide adenine dinucleotide phosphate)', 'trans-enoyl-[acyl-carrier-protein] reductase', 'YgaA']"
1808,1.3.1.100,"['1.3.1.100', 'chanoclavine-I aldehyde reductase', 'chanoclavine-I aldehyde:NAD+ oxidoreductase', 'EasA', 'FgaOx3', 'old yellow enzyme']"
1809,1.3.1.101,"['1.3.1.101', '2,3-bis-O-geranylgeranyl-sn-glycerol 1-phosphate reductase [NAD(P)H]', '2,3-bis-O-phytanyl-sn-glycerol 1-phosphate:NAD(P)+ oxidoreductase', '2,3-digeranylgeranylglycerophospholipid reductase', 'DGGGPL reductase', 'digeranylgeranylglycerophospholipid reductase', 'Ta0516m']"
1810,1.3.1.102,"['1.3.1.102', '2-alkenal reductase', '2-alkenal reductase (NADP+)', '2-alkenal reductase (NADP+-dependent)', 'AER', 'alkenal double bond reductase', 'allyl-ADH', 'allyl-ADH1', 'allyl-ADH2', 'allyl-alcohol dehydrogenase', 'AOR', 'AtAOR', 'chloroplastic alkenal/one oxidoreductase', 'double-bond reductase 1', 'double-bond reductase 2', 'n-alkanal:NADP+ 2-oxidoreductase', 'NADPH-dependent alkenal/one oxidoreductase', 'NtDBR', 'NtRed-1', 'PaDBR1', 'PaDBR2']"
1811,1.3.1.103,"['(S)-2-chloropropanoate:NADP+ oxidoreductase', '1.3.1.103', '2-haloacrylate reductase', 'CAA43']"
1812,1.3.1.104,"['1.3.1.104', 'acyl-[acyl-carrier protein]:NADP+ oxidoreductase', 'enoyl-ACP reductase', 'enoyl-[acyl carrier protein] (reduced nicotinamide adenine dinucleotide phosphate) reductase', 'enoyl-[acyl-carrier-protein] reductase (NADPH)', 'FabI', 'FabL', 'JamJ', 'NADPH 2-enoyl Co A reductase', 'NWMN_0881', 'YgaA']"
1813,1.3.1.105,"['1.3.1.105', '2-methylene-furan-3-one reductase', '4-hydroxy-2,5-dimethylfuran-3(2H)-one:NAD(P)+ oxidoreductase', 'FaEO', 'SIEO']"
1814,1.3.1.106,"['1.3.1.106', 'CbiJ', 'cobalt-precorrin-6A reductase', 'cobalt-precorrin-6B:NAD+ oxidoreductase']"
1815,1.3.1.107,"['1.3.1.107', 'dihydrosanguinarine:NAD(P)+ oxidoreductase', 'sanguinarine reductase', 'SARED1']"
1816,1.3.1.108,"['1.3.1.108', '3-(3,4-dihydroxyphenyl)propanoyl-CoA:NAD+, ferredoxin oxidoreductase', 'caffeoyl-CoA reductase', 'caffeoyl-CoA reductase-Etf complex', 'electron-bifurcating caffeoyl-CoA reductase', 'hydrocaffeoyl-CoA:NAD+, ferredoxin oxidoreductase']"
1817,1.3.1.109,"['1.3.1.109', 'BCD', 'Bcd/electron-transfer flavoprotein complex', 'Bcd/EtfAB', 'BcdA-EtfBC', 'Bct/Etf complex', 'bifurcating butyryl coenzyme A dehydrogenase/electron-transferring flavoprotein complex', 'bifurcating butyryl-CoA dehydrogenase', 'butanoyl-CoA dehydrogenase (NAD+, ferredoxin)', 'butanoyl-CoA:NAD+, ferredoxin oxidoreductase', 'butyryl coenzyme A dehydrogenase', 'butyryl-CoA dehydrogenas', 'butyryl-CoA dehydrogenase-EtfAB complex', 'butyryl-CoA dehydrogenase/electron transferring flavoprotein complex', 'butyryl-CoA dehydrogenase/Etf complex', 'butyryl-coenzyme A dehydrogenase-EtfAB complex', 'Etf-butyryl-CoA dehydrogenase complex']"
1818,1.3.1.11,"['1.3.1.11', '2-coumarate reductase', '3-(2-hydroxyphenyl)propanoate:NAD+ oxidoreductase', 'melilotate dehydrogenase']"
1819,1.3.1.110,"['1.3.1.110', 'lactate dehydrogenase (NAD+, ferredoxin)', 'lactate:NAD+, ferredoxin oxidoreductase', 'LDH/Etf complex']"
1820,1.3.1.111,"['1.3.1.111', 'bacteriochlorophyll a:NADP+ oxidoreductase (geranylgeranyl-reducing)', 'BchP', 'geranylgeranyl-bacteriochlorophyll reductase', 'geranylgeranyl-bacteriochlorophyllide a reductase', 'geranylgeranyl-bacteriopheophytin reductase', 'GG-Bphe reductase']"
1821,1.3.1.112,"['(2S)-flavan-3-ol:NAD(P)+ oxidoreductase', '1.3.1.112', 'ANR', 'anthocyanidin reductase ((2S)-flavan-3-ol-forming)', 'anthocyanidin reductase [(2S)-flavan-3-ol-forming]']"
1822,1.3.1.113,"['(4-alkanoyl-5-oxo-2,5-dihydrofuran-3-yl)methyl phosphate reductase', '1.3.1.113', 'bprA', 'butenolide phosphate reductase', 'scbB', '[(3S)-4-alkanoyl-5-oxooxolan-3-yl]methyl phosphate:NADP+ oxidoreductase']"
1823,1.3.1.114,"['1.3.1.114', '3-dehydro-bile acid DELTA4,6-reductase', '3-oxocholan-24-oyl-CoA DELTA4,6-oxidoreductase', 'BaiN', 'CLOSCI_00523']"
1824,1.3.1.115,"['1.3.1.115', '3-oxo-DELTA4-cholenoic acid oxidoreductase', '3-oxocholoyl-CoA 4-desaturase', '3-oxocholoyl-CoA DELTA4-oxidoreductase', 'BaiCD']"
1825,1.3.1.116,"['1.3.1.116', '7beta-hydroxy-3-oxo-DELTA4-cholenoic acid oxidoreductase', '7beta-hydroxy-3-oxochol-24-oyl-CoA 4-desaturase', '7beta-hydroxy-3-oxochol-24-oyl-CoA DELTA4-oxidoreductase', 'BaiH']"
1826,1.3.1.117,"['1.3.1.117', 'dihydro-4-coumaroyl-CoA:NADP+ 2,3-oxidoreductase', 'hydroxycinnamoyl-CoA double bond reductase', 'hydroxycinnamoyl-CoA reductase', 'MdHCDBR']"
1827,1.3.1.118,"['1.3.1.118', '2-trans-enoyl-ACP reductase', '2-trans-enoyl-ACP(CoA) reductase', '2-trans-enoyl-acyl carrier protein reductase', 'enoyl acyl carrier protein reductase', 'enoyl acyl carrier protein reductase InhA', 'enoyl-ACP reductase', 'enoyl-ACP reductase InhA', 'enoyl-acyl carrier protein reductase', 'FAS-II enoyl reductase', 'FASII enoyl-ACP reductase', 'InhA', 'InhA Protein', 'meromycolic acid enoyl-[acyl-carrier-protein] reductase', 'meromycolyl-[acyl-carrier protein]:NAD+ oxidoreductase', 'MtInhA']"
